-183.591, 77.795, 1.878,  1.765
-183.585, 77.733, 1.877,  1.798
-183.579, 77.671, 1.877,  1.831
-183.573, 77.609, 1.878,  1.864
-183.567, 77.546, 1.880,  1.897
-183.560, 77.484, 1.882,  1.930
-183.554, 77.421, 1.885,  1.963
-183.548, 77.359, 1.889,  1.996
-183.542, 77.296, 1.894,  2.029
-183.535, 77.233, 1.899,  2.062
-183.529, 77.170, 1.904,  2.095
-183.523, 77.107, 1.910,  2.128
-183.516, 77.043, 1.916,  2.161
-183.510, 76.979, 1.921,  2.194
-183.504, 76.915, 1.927,  2.227
-183.497, 76.851, 1.932,  2.260
-183.491, 76.787, 1.937,  2.293
-183.484, 76.723, 1.942,  2.326
-183.478, 76.658, 1.947,  2.359
-183.472, 76.594, 1.952,  2.392
-183.465, 76.529, 1.956,  2.425
-183.459, 76.464, 1.960,  2.458
-183.452, 76.399, 1.965,  2.491
-183.446, 76.333, 1.969,  2.524
-183.439, 76.268, 1.974,  2.557
-183.433, 76.202, 1.978,  2.590
-183.426, 76.137, 1.983,  2.623
-183.419, 76.071, 1.987,  2.656
-183.413, 76.005, 1.992,  2.689
-183.406, 75.938, 1.997,  2.722
-183.400, 75.872, 2.002,  2.755
-183.393, 75.805, 2.008,  2.788
-183.387, 75.739, 2.013,  2.821
-183.380, 75.672, 2.019,  2.854
-183.374, 75.605, 2.024,  2.887
-183.367, 75.537, 2.030,  2.920
-183.361, 75.470, 2.036,  2.953
-183.354, 75.402, 2.041,  2.986
-183.347, 75.334, 2.047,  3.019
-183.341, 75.266, 2.053,  3.052
-183.334, 75.198, 2.059,  3.085
-183.328, 75.130, 2.064,  3.118
-183.321, 75.061, 2.070,  3.151
-183.315, 74.992, 2.076,  3.184
-183.308, 74.923, 2.082,  3.217
-183.302, 74.854, 2.088,  3.250
-183.295, 74.784, 2.094,  3.283
-183.288, 74.715, 2.099,  3.316
-183.282, 74.645, 2.105,  3.349
-183.275, 74.575, 2.111,  3.382
-183.269, 74.505, 2.117,  3.415
-183.262, 74.434, 2.124,  3.448
-183.256, 74.364, 2.130,  3.481
-183.249, 74.293, 2.136,  3.514
-183.243, 74.222, 2.143,  3.547
-183.236, 74.150, 2.149,  3.580
-183.230, 74.079, 2.156,  3.613
-183.224, 74.007, 2.162,  3.646
-183.217, 73.935, 2.168,  3.679
-183.211, 73.863, 2.175,  3.712
-183.204, 73.791, 2.181,  3.745
-183.198, 73.718, 2.188,  3.778
-183.191, 73.645, 2.195,  3.811
-183.185, 73.572, 2.201,  3.844
-183.179, 73.499, 2.208,  3.877
-183.172, 73.425, 2.214,  3.910
-183.166, 73.352, 2.221,  3.943
-183.160, 73.278, 2.228,  3.976
-183.153, 73.204, 2.235,  4.009
-183.147, 73.129, 2.242,  4.042
-183.141, 73.055, 2.248,  4.075
-183.134, 72.980, 2.255,  4.108
-183.128, 72.905, 2.262,  4.141
-183.122, 72.829, 2.269,  4.174
-183.116, 72.754, 2.276,  4.207
-183.109, 72.678, 2.283,  4.240
-183.103, 72.602, 2.291,  4.273
-183.097, 72.526, 2.298,  4.306
-183.091, 72.449, 2.305,  4.339
-183.085, 72.372, 2.312,  4.372
-183.079, 72.295, 2.319,  4.405
-183.072, 72.218, 2.326,  4.438
-183.066, 72.141, 2.334,  4.471
-183.060, 72.063, 2.341,  4.504
-183.054, 71.985, 2.348,  4.537
-183.048, 71.907, 2.356,  4.570
-183.042, 71.828, 2.363,  4.603
-183.036, 71.749, 2.370,  4.636
-183.030, 71.670, 2.378,  4.669
-183.024, 71.591, 2.386,  4.702
-183.018, 71.512, 2.393,  4.735
-183.012, 71.432, 2.401,  4.768
-183.006, 71.352, 2.409,  4.801
-183.000, 71.272, 2.416,  4.834
-182.994, 71.191, 2.424,  4.867
-182.989, 71.110, 2.432,  4.900
-182.983, 71.029, 2.439,  4.933
-182.977, 70.948, 2.447,  4.966
-182.971, 70.866, 2.455,  4.999
-182.965, 70.785, 2.462,  5.032
-182.960, 70.703, 2.470,  5.065
-182.954, 70.620, 2.478,  5.098
-182.948, 70.538, 2.486,  5.131
-182.942, 70.455, 2.494,  5.164
-182.937, 70.372, 2.502,  5.197
-182.931, 70.288, 2.510,  5.230
-182.926, 70.204, 2.518,  5.263
-182.920, 70.121, 2.526,  5.296
-182.914, 70.036, 2.534,  5.329
-182.909, 69.952, 2.543,  5.362
-182.903, 69.867, 2.551,  5.395
-182.898, 69.782, 2.559,  5.428
-182.892, 69.697, 2.567,  5.461
-182.887, 69.611, 2.576,  5.494
-182.881, 69.525, 2.584,  5.527
-182.876, 69.439, 2.592,  5.560
-182.870, 69.352, 2.601,  5.593
-182.865, 69.266, 2.609,  5.626
-182.860, 69.179, 2.618,  5.659
-182.854, 69.091, 2.626,  5.692
-182.849, 69.004, 2.635,  5.725
-182.844, 68.916, 2.643,  5.758
-182.838, 68.828, 2.652,  5.791
-182.833, 68.739, 2.660,  5.824
-182.828, 68.651, 2.669,  5.857
-182.823, 68.562, 2.677,  5.890
-182.818, 68.472, 2.686,  5.923
-182.812, 68.383, 2.695,  5.956
-182.807, 68.293, 2.703,  5.989
-182.802, 68.202, 2.712,  6.022
-182.797, 68.112, 2.721,  6.055
-182.792, 68.021, 2.730,  6.088
-182.787, 67.930, 2.739,  6.121
-182.782, 67.839, 2.748,  6.154
-182.777, 67.747, 2.757,  6.187
-182.772, 67.655, 2.766,  6.220
-182.767, 67.563, 2.775,  6.253
-182.762, 67.470, 2.785,  6.286
-182.757, 67.377, 2.794,  6.319
-182.752, 67.284, 2.803,  6.352
-182.747, 67.190, 2.812,  6.385
-182.743, 67.096, 2.821,  6.418
-182.738, 67.002, 2.831,  6.451
-182.733, 66.908, 2.840,  6.484
-182.728, 66.813, 2.849,  6.517
-182.723, 66.718, 2.859,  6.550
-182.719, 66.623, 2.868,  6.583
-182.714, 66.527, 2.878,  6.616
-182.709, 66.431, 2.887,  6.649
-182.705, 66.334, 2.897,  6.682
-182.700, 66.238, 2.906,  6.715
-182.695, 66.141, 2.916,  6.748
-182.691, 66.043, 2.925,  6.781
-182.686, 65.946, 2.935,  6.814
-182.682, 65.848, 2.945,  6.847
-182.677, 65.749, 2.954,  6.880
-182.673, 65.651, 2.964,  6.913
-182.668, 65.552, 2.974,  6.946
-182.664, 65.453, 2.984,  6.979
-182.659, 65.353, 2.994,  7.012
-182.655, 65.253, 3.004,  7.045
-182.650, 65.153, 3.014,  7.078
-182.646, 65.052, 3.024,  7.111
-182.642, 64.951, 3.034,  7.144
-182.637, 64.850, 3.044,  7.177
-182.633, 64.748, 3.054,  7.210
-182.629, 64.646, 3.064,  7.243
-182.624, 64.544, 3.074,  7.276
-182.620, 64.441, 3.084,  7.309
-182.616, 64.338, 3.094,  7.342
-182.612, 64.235, 3.104,  7.375
-182.608, 64.131, 3.115,  7.408
-182.603, 64.027, 3.125,  7.441
-182.599, 63.923, 3.135,  7.474
-182.595, 63.818, 3.146,  7.507
-182.591, 63.713, 3.156,  7.540
-182.587, 63.608, 3.167,  7.573
-182.583, 63.502, 3.177,  7.606
-182.579, 63.396, 3.188,  7.639
-182.575, 63.290, 3.198,  7.672
-182.571, 63.183, 3.209,  7.705
-182.567, 63.076, 3.220,  7.738
-182.563, 62.968, 3.230,  7.771
-182.559, 62.860, 3.241,  7.804
-182.555, 62.752, 3.252,  7.837
-182.551, 62.643, 3.263,  7.870
-182.547, 62.534, 3.274,  7.903
-182.543, 62.425, 3.284,  7.936
-182.539, 62.315, 3.295,  7.969
-182.536, 62.205, 3.306,  8.002
-182.532, 62.095, 3.317,  8.035
-182.528, 61.984, 3.328,  8.068
-182.524, 61.873, 3.339,  8.101
-182.520, 61.762, 3.350,  8.134
-182.517, 61.650, 3.361,  8.167
-182.513, 61.537, 3.373,  8.200
-182.509, 61.425, 3.384,  8.233
-182.506, 61.312, 3.395,  8.266
-182.502, 61.198, 3.406,  8.299
-182.498, 61.085, 3.418,  8.332
-182.495, 60.970, 3.429,  8.365
-182.491, 60.856, 3.440,  8.398
-182.487, 60.741, 3.452,  8.431
-182.484, 60.626, 3.463,  8.464
-182.480, 60.510, 3.475,  8.497
-182.477, 60.394, 3.486,  8.530
-182.473, 60.277, 3.498,  8.563
-182.470, 60.161, 3.510,  8.596
-182.466, 60.043, 3.521,  8.629
-182.463, 59.926, 3.533,  8.662
-182.459, 59.808, 3.545,  8.695
-182.456, 59.689, 3.557,  8.728
-182.452, 59.570, 3.568,  8.761
-182.449, 59.451, 3.580,  8.794
-182.446, 59.332, 3.592,  8.827
-182.442, 59.212, 3.604,  8.860
-182.439, 59.091, 3.616,  8.893
-182.435, 58.971, 3.628,  8.926
-182.432, 58.849, 3.640,  8.959
-182.429, 58.728, 3.652,  8.992
-182.425, 58.606, 3.664,  9.025
-182.422, 58.483, 3.676,  9.058
-182.419, 58.361, 3.689,  9.091
-182.416, 58.237, 3.701,  9.124
-182.412, 58.114, 3.713,  9.157
-182.409, 57.990, 3.726,  9.190
-182.406, 57.865, 3.738,  9.223
-182.403, 57.740, 3.751,  9.256
-182.400, 57.615, 3.763,  9.289
-182.396, 57.489, 3.776,  9.322
-182.393, 57.363, 3.788,  9.355
-182.390, 57.237, 3.801,  9.388
-182.387, 57.110, 3.814,  9.421
-182.384, 56.982, 3.826,  9.454
-182.381, 56.854, 3.839,  9.487
-182.378, 56.726, 3.852,  9.520
-182.375, 56.597, 3.865,  9.553
-182.372, 56.468, 3.877,  9.586
-182.368, 56.339, 3.890,  9.619
-182.365, 56.209, 3.903,  9.652
-182.362, 56.078, 3.916,  9.685
-182.359, 55.948, 3.929,  9.718
-182.356, 55.816, 3.941,  9.751
-182.353, 55.685, 3.954,  9.784
-182.350, 55.553, 3.967,  9.817
-182.348, 55.420, 3.980,  9.850
-182.345, 55.287, 3.993,  9.883
-182.342, 55.154, 4.006,  9.916
-182.339, 55.020, 4.019,  9.949
-182.336, 54.886, 4.032,  9.982
-182.333, 54.751, 4.046, 10.015
-182.330, 54.616, 4.059, 10.048
-182.327, 54.480, 4.072, 10.081
-182.324, 54.344, 4.085, 10.114
-182.321, 54.208, 4.099, 10.147
-182.319, 54.071, 4.112, 10.180
-182.316, 53.933, 4.126, 10.213
-182.313, 53.795, 4.139, 10.246
-182.310, 53.657, 4.153, 10.279
-182.307, 53.518, 4.166, 10.312
-182.305, 53.379, 4.180, 10.345
-182.302, 53.239, 4.194, 10.378
-182.299, 53.099, 4.208, 10.411
-182.296, 52.959, 4.221, 10.444
-182.294, 52.818, 4.235, 10.477
-182.291, 52.676, 4.249, 10.510
-182.288, 52.534, 4.263, 10.543
-182.286, 52.392, 4.277, 10.576
-182.283, 52.249, 4.291, 10.609
-182.280, 52.106, 4.306, 10.642
-182.278, 51.962, 4.320, 10.675
-182.275, 51.817, 4.334, 10.708
-182.272, 51.673, 4.348, 10.741
-182.270, 51.527, 4.363, 10.774
-182.267, 51.381, 4.377, 10.807
-182.264, 51.235, 4.392, 10.840
-182.262, 51.088, 4.406, 10.873
-182.259, 50.941, 4.420, 10.906
-182.257, 50.794, 4.435, 10.939
-182.254, 50.645, 4.450, 10.972
-182.251, 50.497, 4.464, 11.005
-182.249, 50.348, 4.479, 11.038
-182.246, 50.198, 4.494, 11.071
-182.244, 50.048, 4.509, 11.104
-182.241, 49.897, 4.524, 11.137
-182.239, 49.746, 4.539, 11.170
-182.236, 49.594, 4.554, 11.203
-182.234, 49.442, 4.569, 11.236
-182.231, 49.290, 4.584, 11.269
-182.229, 49.136, 4.599, 11.302
-182.226, 48.983, 4.614, 11.335
-182.224, 48.829, 4.629, 11.368
-182.221, 48.674, 4.644, 11.401
-182.219, 48.519, 4.660, 11.434
-182.217, 48.363, 4.675, 11.467
-182.214, 48.207, 4.691, 11.500
-182.212, 48.050, 4.706, 11.533
-182.209, 47.893, 4.722, 11.566
-182.207, 47.735, 4.737, 11.599
-182.204, 47.577, 4.753, 11.632
-182.202, 47.418, 4.769, 11.665
-182.200, 47.259, 4.784, 11.698
-182.197, 47.099, 4.800, 11.731
-182.195, 46.938, 4.816, 11.764
-182.193, 46.777, 4.832, 11.797
-182.190, 46.616, 4.848, 11.830
-182.188, 46.454, 4.864, 11.863
-182.186, 46.291, 4.880, 11.896
-182.183, 46.128, 4.897, 11.929
-182.181, 45.965, 4.913, 11.962
-182.179, 45.801, 4.929, 11.995
-182.176, 45.636, 4.945, 12.028
-182.174, 45.471, 4.962, 12.061
-182.172, 45.305, 4.978, 12.094
-182.169, 45.139, 4.995, 12.127
-182.167, 44.972, 5.011, 12.160
-182.165, 44.804, 5.028, 12.193
-182.163, 44.636, 5.044, 12.226
-182.160, 44.468, 5.061, 12.259
-182.158, 44.299, 5.078, 12.292
-182.156, 44.129, 5.095, 12.325
-182.154, 43.959, 5.111, 12.358
-182.151, 43.788, 5.117, 12.391
-182.149, 43.618, 5.103, 12.424
-182.147, 43.449, 5.086, 12.457
-182.145, 43.280, 5.074, 12.490
-182.143, 43.111, 5.067, 12.523
-182.140, 42.942, 5.065, 12.556
-182.138, 42.773, 5.070, 12.589
-182.136, 42.604, 5.080, 12.622
-182.134, 42.434, 5.097, 12.655
-182.132, 42.264, 5.119, 12.688
-182.130, 42.092, 5.146, 12.721
-182.128, 41.920, 5.179, 12.754
-182.125, 41.746, 5.216, 12.787
-182.123, 41.571, 5.257, 12.820
-182.121, 41.394, 5.300, 12.853
-182.119, 41.216, 5.344, 12.886
-182.117, 41.037, 5.389, 12.919
-182.115, 40.856, 5.434, 12.952
-182.113, 40.674, 5.476, 12.985
-182.110, 40.490, 5.515, 13.018
-182.108, 40.305, 5.551, 13.051
-182.106, 40.119, 5.583, 13.084
-182.104, 39.933, 5.610, 13.117
-182.102, 39.745, 5.633, 13.150
-182.100, 39.557, 5.652, 13.183
-182.098, 39.368, 5.667, 13.216
-182.096, 39.179, 5.678, 13.249
-182.093, 38.990, 5.686, 13.282
-182.091, 38.801, 5.693, 13.315
-182.089, 38.611, 5.698, 13.348
-182.087, 38.421, 5.702, 13.381
-182.085, 38.231, 5.706, 13.414
-182.083, 38.041, 5.710, 13.447
-182.081, 37.851, 5.716, 13.480
-182.079, 37.660, 5.723, 13.513
-182.077, 37.469, 5.732, 13.546
-182.075, 37.278, 5.743, 13.579
-182.073, 37.087, 5.756, 13.612
-182.071, 36.894, 5.771, 13.645
-182.069, 36.702, 5.789, 13.678
-182.067, 36.508, 5.809, 13.711
-182.065, 36.314, 5.831, 13.744
-182.063, 36.119, 5.855, 13.777
-182.061, 35.923, 5.881, 13.810
-182.059, 35.726, 5.908, 13.843
-182.057, 35.529, 5.936, 13.876
-182.055, 35.330, 5.965, 13.909
-182.053, 35.130, 5.993, 13.942
-182.051, 34.930, 6.022, 13.975
-182.049, 34.729, 6.050, 14.008
-182.047, 34.526, 6.077, 14.041
-182.045, 34.323, 6.103, 14.074
-182.043, 34.119, 6.127, 14.107
-182.041, 33.914, 6.150, 14.140
-182.039, 33.709, 6.172, 14.173
-182.037, 33.503, 6.193, 14.206
-182.035, 33.296, 6.212, 14.239
-182.033, 33.088, 6.230, 14.272
-182.031, 32.880, 6.247, 14.305
-182.029, 32.672, 6.264, 14.338
-182.027, 32.463, 6.280, 14.371
-182.025, 32.253, 6.296, 14.404
-182.023, 32.043, 6.312, 14.437
-182.021, 31.832, 6.328, 14.470
-182.019, 31.621, 6.344, 14.503
-182.017, 31.409, 6.362, 14.536
-182.015, 31.197, 6.379, 14.569
-182.013, 30.984, 6.398, 14.602
-182.012, 30.770, 6.418, 14.635
-182.010, 30.556, 6.438, 14.668
-182.008, 30.341, 6.460, 14.701
-182.006, 30.125, 6.482, 14.734
-182.004, 29.908, 6.505, 14.767
-182.002, 29.691, 6.528, 14.800
-182.000, 29.473, 6.552, 14.833
-181.998, 29.254, 6.577, 14.866
-181.996, 29.034, 6.602, 14.899
-181.994, 28.813, 6.627, 14.932
-181.992, 28.592, 6.651, 14.965
-181.991, 28.370, 6.676, 14.998
-181.989, 28.146, 6.701, 15.031
-181.987, 27.923, 6.725, 15.064
-181.985, 27.698, 6.749, 15.097
-181.983, 27.472, 6.772, 15.130
-181.981, 27.246, 6.794, 15.163
-181.979, 27.019, 6.816, 15.196
-181.977, 26.792, 6.837, 15.229
-181.975, 26.563, 6.858, 15.262
-181.973, 26.334, 6.878, 15.295
-181.971, 26.104, 6.899, 15.328
-181.970, 25.874, 6.919, 15.361
-181.968, 25.643, 6.939, 15.394
-181.966, 25.411, 6.960, 15.427
-181.964, 25.179, 6.981, 15.460
-181.962, 24.946, 7.002, 15.493
-181.960, 24.712, 7.024, 15.526
-181.958, 24.477, 7.046, 15.559
-181.956, 24.242, 7.069, 15.592
-181.954, 24.005, 7.092, 15.625
-181.953, 23.769, 7.116, 15.658
-181.951, 23.531, 7.140, 15.691
-181.949, 23.292, 7.164, 15.724
-181.947, 23.053, 7.189, 15.757
-181.945, 22.813, 7.214, 15.790
-181.943, 22.572, 7.239, 15.823
-181.941, 22.330, 7.264, 15.856
-181.939, 22.087, 7.289, 15.889
-181.938, 21.843, 7.314, 15.922
-181.936, 21.599, 7.339, 15.955
-181.934, 21.354, 7.364, 15.988
-181.932, 21.108, 7.389, 16.021
-181.930, 20.861, 7.414, 16.054
-181.928, 20.613, 7.438, 16.087
-181.926, 20.364, 7.463, 16.120
-181.925, 20.115, 7.487, 16.153
-181.923, 19.865, 7.512, 16.186
-181.921, 19.614, 7.536, 16.219
-181.919, 19.362, 7.560, 16.252
-181.917, 19.110, 7.584, 16.285
-181.915, 18.856, 7.608, 16.318
-181.913, 18.602, 7.633, 16.351
-181.911, 18.347, 7.657, 16.384
-181.910, 18.091, 7.681, 16.417
-181.908, 17.834, 7.706, 16.450
-181.906, 17.577, 7.731, 16.483
-181.904, 17.319, 7.755, 16.516
-181.902, 17.060, 7.780, 16.549
-181.900, 16.800, 7.806, 16.582
-181.898, 16.539, 7.831, 16.615
-181.896, 16.277, 7.857, 16.648
-181.895, 16.015, 7.882, 16.681
-181.893, 15.751, 7.908, 16.714
-181.891, 15.487, 7.935, 16.747
-181.889, 15.222, 7.961, 16.780
-181.887, 14.956, 7.987, 16.813
-181.885, 14.689, 8.014, 16.846
-181.883, 14.421, 8.041, 16.879
-181.881, 14.152, 8.068, 16.912
-181.879, 13.883, 8.095, 16.945
-181.878, 13.612, 8.122, 16.978
-181.876, 13.341, 8.149, 17.011
-181.874, 13.068, 8.177, 17.044
-181.872, 12.795, 8.204, 17.077
-181.870, 12.521, 8.231, 17.110
-181.868, 12.246, 8.259, 17.143
-181.866, 11.970, 8.286, 17.176
-181.864, 11.693, 8.314, 17.209
-181.862, 11.415, 8.342, 17.242
-181.860, 11.136, 8.369, 17.275
-181.858, 10.857, 8.397, 17.308
-181.857, 10.576, 8.425, 17.341
-181.855, 10.295, 8.452, 17.374
-181.853, 10.012, 8.480, 17.407
-181.851, 9.729, 8.508, 17.440
-181.849, 9.444, 8.536, 17.473
-181.847, 9.159, 8.564, 17.506
-181.845, 8.873, 8.592, 17.539
-181.843, 8.586, 8.621, 17.572
-181.841, 8.298, 8.649, 17.605
-181.839, 8.009, 8.678, 17.638
-181.837, 7.719, 8.706, 17.671
-181.835, 7.428, 8.735, 17.704
-181.833, 7.136, 8.764, 17.737
-181.831, 6.843, 8.793, 17.770
-181.829, 6.549, 8.822, 17.803
-181.827, 6.255, 8.851, 17.836
-181.825, 5.959, 8.880, 17.869
-181.823, 5.662, 8.909, 17.902
-181.822, 5.364, 8.939, 17.935
-181.820, 5.066, 8.969, 17.968
-181.818, 4.766, 8.998, 18.001
-181.816, 4.465, 9.028, 18.034
-181.814, 4.164, 9.058, 18.067
-181.812, 3.861, 9.088, 18.100
-181.810, 3.557, 9.118, 18.133
-181.808, 3.252, 9.148, 18.166
-181.806, 2.947, 9.179, 18.199
-181.804, 2.640, 9.209, 18.232
-181.802, 2.332, 9.240, 18.265
-181.800, 2.024, 9.270, 18.298
-181.798, 1.714, 9.301, 18.331
-181.796, 1.403, 9.332, 18.364
-181.794, 1.091, 9.362, 18.397
-181.791, 0.778, 9.393, 18.430
-181.789, 0.464, 9.424, 18.463
-181.787, 0.149, 9.456, 18.496
-181.785, -0.167, 9.487, 18.529
-181.783, -0.484, 9.518, 18.562
-181.781, -0.802, 9.550, 18.595
-181.779, -1.121, 9.581, 18.628
-181.777, -1.441, 9.613, 18.661
-181.775, -1.762, 9.645, 18.694
-181.773, -2.084, 9.677, 18.727
-181.771, -2.408, 9.708, 18.760
-181.769, -2.732, 9.741, 18.793
-181.767, -3.058, 9.773, 18.826
-181.765, -3.384, 9.805, 18.859
-181.763, -3.712, 9.837, 18.892
-181.760, -4.041, 9.870, 18.925
-181.758, -4.370, 9.902, 18.958
-181.756, -4.701, 9.935, 18.991
-181.754, -5.033, 9.968, 19.024
-181.752, -5.366, 10.001, 19.057
-181.750, -5.701, 10.034, 19.090
-181.748, -6.036, 10.067, 19.123
-181.746, -6.372, 10.100, 19.156
-181.743, -6.710, 10.133, 19.189
-181.741, -7.048, 10.167, 19.222
-181.739, -7.388, 10.200, 19.255
-181.737, -7.729, 10.234, 19.288
-181.735, -8.071, 10.268, 19.321
-181.733, -8.414, 10.302, 19.354
-181.730, -8.758, 10.336, 19.387
-181.728, -9.104, 10.370, 19.420
-181.726, -9.450, 10.404, 19.453
-181.724, -9.798, 10.438, 19.486
-181.722, -10.147, 10.473, 19.519
-181.719, -10.497, 10.507, 19.552
-181.717, -10.848, 10.542, 19.585
-181.715, -11.200, 10.577, 19.618
-181.713, -11.554, 10.612, 19.651
-181.711, -11.908, 10.647, 19.684
-181.708, -12.264, 10.682, 19.717
-181.706, -12.621, 10.717, 19.750
-181.704, -12.979, 10.753, 19.783
-181.701, -13.338, 10.788, 19.816
-181.699, -13.699, 10.824, 19.849
-181.697, -14.061, 10.859, 19.882
-181.695, -14.424, 10.895, 19.915
-181.692, -14.788, 10.931, 19.948
-181.690, -15.153, 10.967, 19.981
-181.688, -15.519, 11.003, 20.014
-181.685, -15.887, 11.040, 20.047
-181.683, -16.256, 11.076, 20.080
-181.681, -16.626, 11.112, 20.113
-181.678, -16.997, 11.149, 20.146
-181.676, -17.370, 11.186, 20.179
-181.674, -17.744, 11.222, 20.212
-181.671, -18.119, 11.259, 20.245
-181.669, -18.495, 11.296, 20.278
-181.666, -18.873, 11.334, 20.311
-181.664, -19.251, 11.371, 20.344
-181.662, -19.631, 11.408, 20.377
-181.659, -20.012, 11.446, 20.410
-181.657, -20.395, 11.484, 20.443
-181.654, -20.779, 11.521, 20.476
-181.652, -21.164, 11.560, 20.509
-181.649, -21.550, 11.598, 20.542
-181.647, -21.938, 11.636, 20.575
-181.644, -22.326, 11.675, 20.608
-181.642, -22.717, 11.714, 20.641
-181.639, -23.108, 11.753, 20.674
-181.637, -23.501, 11.792, 20.707
-181.634, -23.895, 11.832, 20.740
-181.632, -24.290, 11.872, 20.773
-181.629, -24.687, 11.912, 20.806
-181.627, -25.085, 11.952, 20.839
-181.624, -25.485, 11.992, 20.872
-181.622, -25.885, 12.032, 20.905
-181.619, -26.287, 12.073, 20.938
-181.616, -26.691, 12.114, 20.971
-181.614, -27.096, 12.154, 21.004
-181.611, -27.502, 12.195, 21.037
-181.609, -27.909, 12.237, 21.070
-181.606, -28.318, 12.278, 21.103
-181.603, -28.729, 12.319, 21.136
-181.601, -29.140, 12.361, 21.169
-181.598, -29.553, 12.402, 21.202
-181.595, -29.968, 12.444, 21.235
-181.593, -30.384, 12.486, 21.268
-181.590, -30.801, 12.528, 21.301
-181.587, -31.220, 12.570, 21.334
-181.584, -31.640, 12.612, 21.367
-181.582, -32.061, 12.654, 21.400
-181.579, -32.484, 12.697, 21.433
-181.576, -32.908, 12.739, 21.466
-181.573, -33.334, 12.782, 21.499
-181.571, -33.761, 12.824, 21.532
-181.568, -34.190, 12.867, 21.565
-181.565, -34.620, 12.910, 21.598
-181.562, -35.051, 12.953, 21.631
-181.559, -35.484, 12.996, 21.664
-181.557, -35.918, 13.039, 21.697
-181.554, -36.354, 13.083, 21.730
-181.551, -36.791, 13.126, 21.763
-181.548, -37.230, 13.170, 21.796
-181.545, -37.670, 13.213, 21.829
-181.542, -38.112, 13.257, 21.862
-181.539, -38.555, 13.301, 21.895
-181.536, -38.999, 13.345, 21.928
-181.533, -39.445, 13.389, 21.961
-181.530, -39.892, 13.433, 21.994
-181.527, -40.341, 13.478, 22.027
-181.524, -40.792, 13.522, 22.060
-181.521, -41.244, 13.567, 22.093
-181.518, -41.697, 13.612, 22.126
-181.515, -42.152, 13.657, 22.159
-181.512, -42.608, 13.702, 22.192
-181.509, -43.066, 13.747, 22.225
-181.506, -43.525, 13.793, 22.258
-181.503, -43.986, 13.838, 22.291
-181.500, -44.449, 13.884, 22.324
-181.497, -44.913, 13.930, 22.357
-181.494, -45.378, 13.976, 22.390
-181.490, -45.845, 14.022, 22.423
-181.487, -46.314, 14.069, 22.456
-181.484, -46.784, 14.115, 22.489
-181.481, -47.256, 14.162, 22.522
-181.478, -47.729, 14.209, 22.555
-181.474, -48.204, 14.256, 22.588
-181.471, -48.680, 14.303, 22.621
-181.468, -49.158, 14.350, 22.654
-181.465, -49.638, 14.398, 22.687
-181.461, -50.119, 14.445, 22.720
-181.458, -50.602, 14.493, 22.753
-181.455, -51.086, 14.541, 22.786
-181.451, -51.572, 14.589, 22.819
-181.448, -52.059, 14.637, 22.852
-181.445, -52.548, 14.686, 22.885
-181.441, -53.039, 14.734, 22.918
-181.438, -53.532, 14.783, 22.951
-181.434, -54.026, 14.832, 22.984
-181.431, -54.521, 14.881, 23.017
-181.427, -55.019, 14.930, 23.050
